title,link,summary,published,source,category,priority,guid,author,tags,id
"Wholesale prices rose 0.9% in July, much more than expected",https://www.cnbc.com/2025/08/14/ppi-inflation-report-july-2025-.html,"The producer price index was expected to show a 0.2% increase for July, according to the Dow Jones consensus estimate.",2025-08-14 13:25:26,CNBC World News,general_financial,1,108185872,,[],56576
‘I’m confused!’ Why does President Trump want a rate cut so badly?,https://www.marketwatch.com/story/im-confused-why-does-president-trump-want-a-rate-cut-so-badly-whats-wall-streets-view-ce9a72f9?mod=mw_rss_topstories,"A letter from a worried, wary Moneyist reader raises questions in the aftermath of the latest inflation data.",2025-08-14 13:24:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004384212,Quentin Fottrell,[],1817
Warren Buffett has secretly invested $5 billion into a mystery stock — and the trail leads to this industrial giant,https://www.marketwatch.com/story/warren-buffett-has-secretly-invested-5-billion-into-a-mystery-stock-and-the-trail-leads-to-this-industrial-giant-ad2dbef6?mod=mw_rss_topstories,Detective work points to one stunning conclusion. Buy the stock or an industrial-sector ETF — but get ahead of Berkshire Hathaway’s big reveal.,2025-08-14 13:23:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004386128,Charlie Garcia,[],23463
Millennial and Gen Z customers are flocking to Coach. So why is Tapestry’s stock tanking?,https://www.marketwatch.com/story/millennial-and-gen-z-customers-are-flocking-to-coach-so-why-is-tapestrys-stock-tanking-80679a91?mod=mw_rss_topstories,"Shares of fashion-brand company Tapestry were falling sharply, as results from the Coach and Kate Spade parent weren’t good enough to justify another record high.",2025-08-14 13:18:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004386814,James Rogers,[],22310
"Walmart is selling a 'perfect' mattress for $159, and shoppers love 'how great the quality is'",https://www.thestreet.com/deals/pseeuo-12-inch-queen-hybrid-mattress-walmart-flash-sale,"""Its comfort level is perfect for side-sleeping.""",2025-08-14 13:15:00,TheStreet,investing_markets,1,https://www.thestreet.com/deals/pseeuo-12-inch-queen-hybrid-mattress-walmart-flash-sale,Alex James Kane,"[{'term': 'Savings', 'scheme': None, 'label': None}, {'term': 'Walmart', 'scheme': None, 'label': None}, {'term': 'Furniture', 'scheme': None, 'label': None}, {'term': 'Deals', 'scheme': None, 'label': None}, {'term': 'Deals & Bargains News', 'scheme': None, 'label': None}, {'term': 'Bedding', 'scheme': None, 'label': None}, {'term': 'Home', 'scheme': None, 'label': None}, {'term': 'Commerce Deal', 'scheme': None, 'label': None}, {'term': 'Commerce', 'scheme': None, 'label': None}, {'term': 'Shopping', 'scheme': None, 'label': None}]",11751
Cadillac unveils 'Elevated Velocity' electric crossover concept car,https://www.cnbc.com/2025/08/14/cadillac-elevated-velocity-concept-car-ev.html,"General Motors unveiled the Cadillac Elevated Velocity, a new concept car aimed at building on the brand's all-electric luxury crossover segment.",2025-08-14 13:00:01,CNBC World News,general_financial,1,108185262,,[],10615
Oil Sands Producers Raise Output by Curtailing Maintenance,https://www.bloomberg.com/news/articles/2025-08-14/oil-sands-producers-raise-output-by-curtailing-maintenance,Canadian oil sands companies have found a way to ramp up production in the face of oil prices: curtailing lengthy repairs to equipment.,2025-08-14 13:00:00,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/oil-sands-producers-raise-output-by-curtailing-maintenance,Robert Tuttle,[],35420
The Arena Group reports second-quarter earnings,https://www.thestreet.com/investing/stocks/the-arena-group-reports-second-quarter-earnings,"The Arena Group, parent company of TheStreet, Parade, Men's Journal, Athlon Sports and more, issued its latest quarterly earnings report.",2025-08-14 13:00:00,TheStreet,investing_markets,1,https://www.thestreet.com/investing/stocks/the-arena-group-reports-second-quarter-earnings,Rob Lenihan,"[{'term': 'Investing', 'scheme': None, 'label': None}, {'term': 'TheStreet', 'scheme': None, 'label': None}, {'term': 'Magazines', 'scheme': None, 'label': None}, {'term': 'Stocks', 'scheme': None, 'label': None}, {'term': 'Earnings', 'scheme': None, 'label': None}, {'term': 'Media', 'scheme': None, 'label': None}, {'term': 'Media & Entertainment Business News', 'scheme': None, 'label': None}, {'term': 'Investing News, Analysis, and Tips', 'scheme': None, 'label': None}, {'term': 'Stock Investing News, Analysis and Tips', 'scheme': None, 'label': None}]",21258
US Producer Prices Climb by Most in Three Years,https://www.bloomberg.com/news/videos/2025-08-14/us-producer-prices-climb-by-most-in-three-years,"US wholesale inflation rose in July by the most in three years, as the producer price index increased 0.9% from a month earlier after no change in June, and 3.3% from a year ago. Meanwhile, initial jobless claims decreased by 3,000 to 224,000 in the week ended Aug. 9, while continuing claims fell to 1.95 million in the previous week. Jonathan Ferro and Lisa Abramowicz report on Bloomberg Television.",2025-08-14 12:52:26,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/videos/2025-08-14/us-producer-prices-climb-by-most-in-three-years,,[],62963
"BGN Snaps Up More Trading Talent for Its Geneva, Dubai Offices",https://www.bloomberg.com/news/articles/2025-08-14/bgn-snaps-up-more-trading-talent-for-its-geneva-dubai-offices,"Energy and commodities trader BGN is strengthening its team with experienced hires from Gunvor Group Ltd. and Litasco SA, building on last year’s recruitment of talent.",2025-08-14 12:49:46,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/bgn-snaps-up-more-trading-talent-for-its-geneva-dubai-offices,Jack Wittels,[],62267
Russian Fuel Oil Exports Hit Wartime High Amid Drone Strikes,https://www.bloomberg.com/news/articles/2025-08-14/russian-fuel-oil-exports-hit-wartime-high-amid-drone-strikes,"Russia’s petroleum product exports increased in early August despite intensified Ukrainian drone strikes on the country’s refineries, led by a surge in fuel oil shipments to the highest level since the start of the war.",2025-08-14 12:48:15,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/russian-fuel-oil-exports-hit-wartime-high-amid-drone-strikes,Prejula Prem,[],26097
Short End of Market ‘Pricing Wishfully’ on Fed: Desai,https://www.bloomberg.com/news/videos/2025-08-14/short-end-of-market-pricing-wishfully-on-fed-cuts-franklin-templeton-s-desai,"Sonal Desai, fixed income CIO at Franklin Templeton, says, “absent us falling into a significant recession, the Fed doesn’t really need to cut that much more.”",2025-08-14 12:45:44,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/videos/2025-08-14/short-end-of-market-pricing-wishfully-on-fed-cuts-franklin-templeton-s-desai,,[],34314
CK Hutchison Rules Out Ports Deal Being Completed This Year,https://www.bloomberg.com/news/articles/2025-08-14/ck-hutchison-rules-out-ports-deal-being-completed-this-year,CK Hutchison Holdings Ltd. ruled out the likelihood of the controversial sale of its global ports to a BlackRock Inc.-backed consortium being completed this year but stayed optimistic about the deal’s prospects after inviting a Chinese investor into the mix.,2025-08-14 12:38:07,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/ck-hutchison-rules-out-ports-deal-being-completed-this-year,Shirley Zhao,"[{'term': 'HKG:1', 'scheme': 'stock-symbol', 'label': None}]",49802
"Wholesale prices post biggest surge in three years, PPI shows, in sign of tariff-related inflation",https://www.marketwatch.com/story/wholesale-prices-post-biggest-surge-in-three-years-ppi-shows-sign-of-tariff-related-inflation-1cdc1dde?mod=mw_rss_topstories,"The cost of wholesale goods and services — where rising inflation tends to show up first — posted the biggest increase in July in three years, possibly heralding a sizable acceleration in price increases tied to higher U.S. tariffs.",2025-08-14 12:36:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004384082,Jeffry Bartash,[],6716
Clash of the titans: The hottest momentum stock meets the most notorious short seller,https://www.marketwatch.com/story/clash-of-the-titans-the-hottest-momentum-stock-meets-the-most-notorious-short-seller-d96fd270?mod=mw_rss_topstories,"Andrew Left says he is shorting Palantir, the best gainer this year in the S&amp;P 500.",2025-08-14 12:35:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004386597,Steve Goldstein,[],47423
‘Absolutely no one pays attention’: I could steal from my children’s trust fund without them having a clue,https://www.marketwatch.com/story/absolutely-no-one-pays-attention-i-could-steal-from-my-childrens-trust-fund-without-them-having-a-clue-06eb6526?mod=mw_rss_topstories,“I am on the paperwork as the guardian of the trust.”,2025-08-14 12:33:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004380537,Quentin Fottrell,[],90178
Iconic restaurant closing after successful 28-year run,https://www.thestreet.com/restaurants/iconic-restaurant-closing-after-successful-28-year-run,Fans are mourning the closing of the pioneering restaurant as it says goodbye forever.,2025-08-14 12:33:00,TheStreet,investing_markets,1,https://www.thestreet.com/restaurants/iconic-restaurant-closing-after-successful-28-year-run,Dana Sullivan Kilroy,"[{'term': 'Luxury Travel', 'scheme': None, 'label': None}, {'term': 'Travel', 'scheme': None, 'label': None}, {'term': 'Food', 'scheme': None, 'label': None}, {'term': 'Food & Drink', 'scheme': None, 'label': None}, {'term': 'Plant-Based Food', 'scheme': None, 'label': None}, {'term': 'Restaurants', 'scheme': None, 'label': None}, {'term': 'Food And Beverage', 'scheme': None, 'label': None}, {'term': 'Restaurants & Fast Food Industry News', 'scheme': None, 'label': None}]",20493
How Nvidia’s H20 chip found itself at the center of the U.S.-China trade war,https://www.marketwatch.com/story/how-nvidias-h20-chip-found-itself-at-the-center-of-the-u-s-china-trade-war-75c6ad37?mod=mw_rss_topstories,The stakes are high for Nvidia as it looks to restart China chip sales in the face of fast-evolving geopolitical tensions.,2025-08-14 12:30:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004385416,Britney Nguyen,[],68826
"Amazon is selling a $90 jump starter for just $55, and shoppers say it's a 'compact powerhouse'",https://www.thestreet.com/deals/lokithor-jump-starter-amazon-sale,"Snag this deal for 40% off that ""everyone should have.""",2025-08-14 12:30:00,TheStreet,investing_markets,1,https://www.thestreet.com/deals/lokithor-jump-starter-amazon-sale,Colette Bennett,"[{'term': 'Deals & Bargains News', 'scheme': None, 'label': None}, {'term': 'Deals', 'scheme': None, 'label': None}, {'term': 'Savings', 'scheme': None, 'label': None}, {'term': 'Automotive', 'scheme': None, 'label': None}, {'term': 'Commerce Deal', 'scheme': None, 'label': None}, {'term': 'Shopping', 'scheme': None, 'label': None}, {'term': 'Commerce', 'scheme': None, 'label': None}, {'term': 'Cars', 'scheme': None, 'label': None}, {'term': 'Amazon', 'scheme': None, 'label': None}]",10162
"Market Already Feels Like a Melt Up, Ed Yardeni Says",https://www.bloomberg.com/news/videos/2025-08-14/market-already-feels-like-a-melt-up-ed-yardeni-says-video,"Ed Yardeni, president at Yardeni Research, says that an outsized interest-rate cut from the Federal Reserve could push the S&amp;P 500 to 7,000 by the end of the year in a melt-up situation.",2025-08-14 12:29:34,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/videos/2025-08-14/market-already-feels-like-a-melt-up-ed-yardeni-says-video,,[],10532
"Cisco reports narrow earnings beat, issues inline forecast for the year",https://www.cnbc.com/2025/08/13/cisco-csco-q4-earnings-report-2025.html,Cisco posted Q4 revenue up 7.6% to $14.67 billion and its 2026 forecast on track with strong AI infrastructure orders.,2025-08-14 12:28:49,CNBC World News,general_financial,1,108185532,,[],84481
"Economist Sumerlin confirms he's in the running for Fed chair, backs big interest rate cut",https://www.cnbc.com/2025/08/14/economist-sumerlin-confirms-hes-in-the-running-for-fed-chair-backs-big-interest-rate-cut.html,Sumerlin said on CNBC that lowering the Fed's key rate would be an easy decision now.,2025-08-14 12:20:11,CNBC World News,general_financial,1,108185879,,[],9898
Klarna’s Net Loss Widens After 64% Surge in Provisions,https://www.bloomberg.com/news/articles/2025-08-14/klarna-s-quarterly-net-loss-widens-after-64-surge-in-provisions,"Klarna Group Plc had to set aside more money for potentially souring loans in the second quarter, a move that put pressure on results ahead of its expected public debut.",2025-08-14 12:13:22,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/klarna-s-quarterly-net-loss-widens-after-64-surge-in-provisions,Aisha S Gani,"[{'term': 'NYS:KLAR', 'scheme': 'stock-symbol', 'label': None}]",46698
Dan Loeb Wins Vote to Turn London-Listed Fund Into Reinsurer,https://www.bloomberg.com/news/articles/2025-08-14/dan-loeb-wins-vote-to-turn-uk-investment-trust-into-reinsurer,"Dan Loeb has won a vote to turn his UK investment trust into a life and annuity reinsurance company, defying a fierce backlash from some shareholders.",2025-08-14 12:10:02,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/dan-loeb-wins-vote-to-turn-uk-investment-trust-into-reinsurer,Leonard Kehnscherper,[],72654
"Trump's Washington, DC, crime crackdown exposes gap between perception and reality",https://www.cnbc.com/2025/08/13/trump-crime-washington-dc-.html,"Despite President Donald Trump's claims about Washington, D.C., the city's crime rates have fallen. But many residents have fears about public safety.",2025-08-14 12:08:54,CNBC World News,general_financial,1,108184441,,[],70209
