title,link,summary,published,source,category,priority,guid,author,tags,id
How improving the lives of Black seniors will help all older adults,https://www.marketwatch.com/story/how-improving-the-lives-of-black-seniors-will-help-all-older-adults-dd54ef1d?mod=mw_rss_topstories,"Black older adults face more health and wealth struggles than their peers, a new book says.",2025-08-15 18:28:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004390683,Jessica Hall,[],79613
Sen. Hawley to probe Meta AI bot policies for children following damning report,https://www.cnbc.com/2025/08/15/meta-ai-bot-child-investigation.html,"Sen. Josh Hawley called on Meta CEO Mark Zuckerberg to preserve relevant materials, including emails.",2025-08-15 18:23:51,CNBC World News,general_financial,1,108186693,,[],46110
Trump Needs to Leave Summit With a 'Complete Ceasefire': Gen. Breedlove,https://www.bloomberg.com/news/videos/2025-08-15/trump-needs-to-leave-with-complete-ceasefire-breedlove-video,"Retired General Philip Breedlove, former NATO supreme allied commander, said Vladimir Putin wants his meeting with President Trump as an advance for his cause, but Russia's battlefield losses suggest his position is weakened.

 Donald Trump and Vladimir Putin will measure success at their summit in Alaska very differently, even as both leaders are already looking toward a second meeting.
The US president sees any kind of ceasefire in Ukraine as a key objective of the talks. For the Russian leader, getting face time with Trump on American soil without having made any concessions on the war is already a win.
 (Source: Bloomberg)",2025-08-15 18:20:12,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/videos/2025-08-15/trump-needs-to-leave-with-complete-ceasefire-breedlove-video,,[],16392
Spirit Airlines Ailing From Costs Missed in Quick-Fix Bankruptcy,https://www.bloomberg.com/news/articles/2025-08-15/spirit-airlines-ailing-from-costs-missed-in-quick-fix-bankruptcy,"On its first day in bankruptcy court last November, Spirit Airlines had a simple message for its employees, customers and creditors: Nothing would change for “99.9%” of them, as company lawyer Marshall Huebner put it.",2025-08-15 18:19:33,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-15/spirit-airlines-ailing-from-costs-missed-in-quick-fix-bankruptcy,"Steven Church, Mary Schlangenstein","[{'term': 'NMS:AAL', 'scheme': 'stock-symbol', 'label': None}]",38914
States where residents could see the biggest tax benefit from Trump's 'big beautiful bill',https://www.cnbc.com/2025/08/15/trump-big-beautiful-bill-who-benefits.html,"President Donald Trump's ""big beautiful bill"" enacted trillions in tax breaks. But residents in certain states and counties could see a bigger benefit.",2025-08-15 18:17:16,CNBC World News,general_financial,1,108186137,,[],88580
Applied Materials sinks 13% on weak guidance due to China demand,https://www.cnbc.com/2025/08/15/applied-materials-stock-china-demand-earnings.html,Applied Materials cited weakness from leading edge customers and said China clients are easing spending after a period of rapid manufacturing.,2025-08-15 18:11:27,CNBC World News,general_financial,1,108186551,,[],42687
Half of Gen Z spends $0 a month on dating thanks to a ‘romance recession’,https://www.marketwatch.com/story/half-of-gen-z-spends-0-a-month-on-dating-thanks-to-a-romance-recession-efc76924?mod=mw_rss_topstories,"For a generation facing a high cost of living, mounting student-loan debt and job-market instability, dating isn’t a priority for much of Generation Z. Instead, it’s a financial burden.",2025-08-15 18:11:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004390419,Genna Contino,[],73696
Criticism of Roblox for its child-safety measures is starting to spook investors,https://www.marketwatch.com/story/criticism-of-roblox-for-its-child-safety-measures-is-starting-to-spook-investors-d608a820?mod=mw_rss_topstories,Roblox’s stock dropped amid growing concerns over the lack of security measures to protect its large number of child users.,2025-08-15 18:11:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004390983,Lukas I. Alpert,[],14131
"Eli Lilly and health-care stocks are week's big winners, 3 sectors in the red",https://www.cnbc.com/2025/08/15/eli-lilly-and-health-care-stocks-are-weeks-big-winners-3-sectors-fell.html,"Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",2025-08-15 18:06:36,CNBC World News,general_financial,1,108186724,,[],13688
Debate Heats Up Over Fed's Next Move | Real Yield 8/15/2025,https://www.bloomberg.com/news/videos/2025-08-15/real-yield-8-15-2025-video,"""Bloomberg Real Yield"" highlights the market-moving news you need to know. Today's guests: JPMorgan Asset Management Fixed Income Portfolio Manager Kelsey Berro, Schwab Center for Financial Research CHief Fixed Income Strategist Kathy Jones, BlackRock head of Macro Credit Research Amanda Lynam and Wells Fargo Global Head of High Grade Debt Syndicate Maureen O'Connor. (Source: Bloomberg)",2025-08-15 18:03:46,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/videos/2025-08-15/real-yield-8-15-2025-video,,[],6617
"Solar, biotech, and health insurance stocks are rising on Friday: here's why",https://www.thestreet.com/markets/solar-biotech-and-health-insurance-stocks-are-rising-on-friday-heres-why,"Sunrun, UnitedHealth, and Tonix Pharmaceuticals dominate the conversation",2025-08-15 18:01:01,TheStreet,investing_markets,1,https://www.thestreet.com/markets/solar-biotech-and-health-insurance-stocks-are-rising-on-friday-heres-why,Noah Weidner,"[{'term': 'Trends', 'scheme': None, 'label': None}, {'term': 'Latest Stock Market News & Data', 'scheme': None, 'label': None}, {'term': 'Data', 'scheme': None, 'label': None}, {'term': 'Stock Market', 'scheme': None, 'label': None}, {'term': 'Stock', 'scheme': None, 'label': None}, {'term': 'Trending', 'scheme': None, 'label': None}, {'term': 'Investing Stocks', 'scheme': None, 'label': None}, {'term': 'Investing', 'scheme': None, 'label': None}, {'term': 'Investing News, Analysis, and Tips', 'scheme': None, 'label': None}, {'term': 'Stocks', 'scheme': None, 'label': None}]",13675
Summer travel isn't as easy as it used to be for airlines,https://www.cnbc.com/2025/08/15/airlines-summer-travel-changes-american-delta-united-southwest-jetblue.html,Airlines are seeing an earlier drop-off in summer travel as children return to school earlier.,2025-08-15 18:00:59,CNBC World News,general_financial,1,108182977,,[],37338
Trump Ready to Walk If Meeting Doesn't Go Well: FOX,https://www.bloomberg.com/news/videos/2025-08-15/trump-ready-to-walk-if-meeting-doesn-t-go-well-fox-video,"President Donald Trump say he's ready to leave Alaska quickly if the meeting with Russian President Vladimir Putin doesn't go well, according to FOX News. Trump made the comments in an interview. Trump wants a ceasefire in Ukraine. Putin sees the meeting as a victory because he's back on American soil without making any concessions. Bloomberg's Annmarie Hordern is in Anchorage.  (Source: Bloomberg)",2025-08-15 17:58:26,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/videos/2025-08-15/trump-ready-to-walk-if-meeting-doesn-t-go-well-fox-video,,[],58984
