title,link,summary,published,source,category,priority,guid,author,tags,id
"Swiss Ministers Meet With Roche, Novartis Amid Tariff Crisis",https://www.bloomberg.com/news/articles/2025-08-14/swiss-ministers-meet-with-roche-novartis-amid-tariff-crisis,The Swiss government met with executives of Roche Holding AG and Novartis AG to discuss the pharmaceutical industry’s situation in light of US tariffs.,2025-08-14 09:09:47,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/swiss-ministers-meet-with-roche-novartis-amid-tariff-crisis,Fergal O'Brien,"[{'term': 'VTX:NOVN', 'scheme': 'stock-symbol', 'label': None}, {'term': 'VTX:ROG', 'scheme': 'stock-symbol', 'label': None}]",87768
"Former NBA star Zach Randolph sells L.A. trophy estate for $7.4 million, after several price cuts",https://www.marketwatch.com/story/former-nba-star-zach-randolph-sells-l-a-trophy-estate-for-7-4-million-after-several-price-cuts-1530745b?mod=mw_rss_topstories,Retired Grizzlies star Zach Randolph has finally offloaded his sprawling L.A. home for $7.4 million—11 months after listing it for $8.5 million.,2025-08-14 09:03:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004377081,,[],34827
"Amazon is selling a 'sturdy' $88 anti-theft travel bag for $39, and shoppers 'absolutely love it'",https://www.thestreet.com/deals/travelon-anti-theft-messenger-bag-amazon-sale,"""This bag is terrific.""",2025-08-14 09:00:00,TheStreet,investing_markets,1,https://www.thestreet.com/deals/travelon-anti-theft-messenger-bag-amazon-sale,Liz Sheldon,"[{'term': 'Commerce Deal', 'scheme': None, 'label': None}, {'term': 'Accessories', 'scheme': None, 'label': None}, {'term': 'Amazon', 'scheme': None, 'label': None}, {'term': 'Deals', 'scheme': None, 'label': None}, {'term': 'Shopping', 'scheme': None, 'label': None}, {'term': 'Deals & Bargains News', 'scheme': None, 'label': None}, {'term': 'Savings', 'scheme': None, 'label': None}, {'term': 'Travel', 'scheme': None, 'label': None}, {'term': 'Commerce', 'scheme': None, 'label': None}]",82262
UK Economy Grew Faster Than Expected in Second Quarter,https://www.bloomberg.com/news/videos/2025-08-14/uk-latest-economy-grew-faster-than-expected-in-second-quarter,"Victoria Clarke, UK chief economist at Santander CIB, examines the UK economy as gross domestic product rose 0.3% in the second quarter, beating the 0.1% forecast by both private-sector economists and the Bank of England.",2025-08-14 08:54:07,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/videos/2025-08-14/uk-latest-economy-grew-faster-than-expected-in-second-quarter,,[],445
Adyen shares plunge as company warns on impact of ‘de minimis’ shipping rule change,https://www.marketwatch.com/story/adyen-shares-plunge-as-company-warns-on-impact-of-de-minimis-shipping-rule-change-b94fe3b8?mod=mw_rss_topstories,"Adyen, one of Europe’s few growth stocks, saw its shares slump on Thursday as the Dutch payment services company is set to feel the impact of new tariff rules be applied to low-cost goods.",2025-08-14 08:48:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004386569,Steve Goldstein,[],93717
CK Hutchison Profit Plunges 92% on One-Off Loss From Merger,https://www.bloomberg.com/news/articles/2025-08-14/li-ka-shing-s-ck-hutchison-profit-slumps-as-port-sale-drags,"CK Hutchison Holdings Ltd.’s profit fell 92% in the first half of the year, due to a one-time and non-cash loss from the merger of its telecommunications arm with Vodafone Group Plc.",2025-08-14 08:37:46,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/li-ka-shing-s-ck-hutchison-profit-slumps-as-port-sale-drags,Shirley Zhao,"[{'term': 'HKG:1', 'scheme': 'stock-symbol', 'label': None}]",23982
"AI demand boosts iPhone maker Foxconn's second-quarter profit by 27%, beating forecasts",https://www.cnbc.com/2025/08/14/ai-demand-boosts-iphone-maker-foxconns-second-quarter-profit-by-27percent-beating-forecasts.html,Foxconn reported a second-quarter operating profit beat on strength of its growing artificial intelligence server business.,2025-08-14 08:32:52,CNBC World News,general_financial,1,108185723,,[],5598
Horizons Middle East & Africa 8/14/2025,https://www.bloomberg.com/news/videos/2025-08-14/horizons-middle-east-africa-8-14-2025-video,"Horizons Middle East & Africa is your daily spotlight on one of the world's fastest-growing regions. Live from Dubai, we bring you the latest global markets and analysis, plus news-making interviews, with a special focus on MEA. All that and more, as you head to the office in the Gulf, pause for lunch in Hong Kong, or start your day in London or Johannesburg.  (Source: Bloomberg)",2025-08-14 08:19:26,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/videos/2025-08-14/horizons-middle-east-africa-8-14-2025-video,,"[{'term': 'NMS:NVDA', 'scheme': 'stock-symbol', 'label': None}]",45678
Swiss Re Sets Up Task Force to Monitor Tariff Impact,https://www.bloomberg.com/news/articles/2025-08-14/swiss-re-sets-up-task-force-to-monitor-tariff-impact,Swiss Re AG has set up a task force to see how the tariffs installed by the United States against Switzerland and other countries is impacting the Zurich-based reinsurer.,2025-08-14 08:19:08,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/swiss-re-sets-up-task-force-to-monitor-tariff-impact,Noele Illien,"[{'term': 'VTX:SREN', 'scheme': 'stock-symbol', 'label': None}]",93239
US Two-Year Yield on Verge of Lowest Level Since May Before Data,https://www.bloomberg.com/news/articles/2025-08-14/us-two-year-yield-on-verge-of-falling-to-lowest-level-since-may,"US short-dated bonds yields are near their lowest level in more than three months, reflecting conviction among traders that the Federal Reserve will cut interest rates next month.",2025-08-14 08:18:11,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-14/us-two-year-yield-on-verge-of-falling-to-lowest-level-since-may,Alice Gledhill,[],47627
